"Date","series","OPEN","HIGH","LOW","PREV.CLOSE","ltp","close","vwap","52W H","52W L","VOLUME","VALUE","No of trades"
"22-Aug-2019","EQ","215.00","220.40","212.80","219.00","216.10","217.00","216.93","427.55","208.75",6938275,"1,505,088,027.50",46163
"21-Aug-2019","EQ","223.50","226.00","217.70","224.85","219.00","219.00","222.06","427.55","208.75",5016435,"1,113,936,444.20",26568
"20-Aug-2019","EQ","225.05","226.10","221.65","226.20","224.55","224.85","223.75","427.55","208.75",5107078,"1,142,733,200.20",31350
"19-Aug-2019","EQ","228.30","230.85","224.75","227.15","225.05","226.20","227.09","427.55","208.75",4394801,"998,026,675.90",30718
"16-Aug-2019","EQ","226.35","228.95","221.60","227.75","228.45","227.15","225.28","427.55","208.75",6083438,"1,370,491,200.70",52060
"14-Aug-2019","EQ","222.60","229.90","220.75","220.15","227.30","227.75","225.62","427.55","208.75",6940915,"1,566,021,539.30",49995
"13-Aug-2019","EQ","217.60","224.45","216.45","220.60","220.00","220.15","221.06","427.55","208.75",6628569,"1,465,287,749.35",48429
"09-Aug-2019","EQ","221.70","228.45","219.30","221.70","219.50","220.60","224.75","427.55","208.75",9077239,"2,040,082,856.60",57376
"08-Aug-2019","EQ","213.30","222.85","208.75","212.25","222.85","221.70","216.62","427.55","208.75",8752577,"1,895,997,879.15",57915
"07-Aug-2019","EQ","217.70","217.80","210.60","217.55","210.85","212.25","213.69","427.55","210.60",7073513,"1,511,512,055.10",50483
"06-Aug-2019","EQ","214.60","221.45","214.15","217.70","216.70","217.55","218.89","427.55","212.25",6703116,"1,467,273,188.70",49751
"05-Aug-2019","EQ","220.80","221.25","212.25","225.15","218.60","217.70","217.45","427.55","212.25",7681043,"1,670,228,461.45",58439
"02-Aug-2019","EQ","223.00","230.45","217.80","225.25","224.45","225.15","224.53","427.55","217.80",11444553,"2,569,635,261.25",85777
"01-Aug-2019","EQ","235.10","235.80","222.70","237.45","225.55","225.25","228.25","427.55","220.00",7768510,"1,773,148,991.00",68183
"31-Jul-2019","EQ","228.35","238.30","226.10","230.25","236.90","237.45","234.65","427.55","220.00",5983362,"1,404,011,409.35",50236
"30-Jul-2019","EQ","243.05","248.00","220.00","241.40","231.00","230.25","238.95","427.55","220.00",8938349,"2,135,818,880.80",62188
"29-Jul-2019","EQ","245.85","246.25","236.85","249.70","243.40","241.40","240.94","427.55","236.85",7935024,"1,911,852,681.25",55976
"26-Jul-2019","EQ","248.95","253.35","247.10","248.65","247.50","249.70","250.23","427.55","246.75",5386836,"1,347,955,544.20",43130
"25-Jul-2019","EQ","254.80","257.90","247.80","255.25","248.95","248.65","252.38","427.55","246.75",6895024,"1,740,190,872.25",52073
"24-Jul-2019","EQ","263.00","263.85","246.75","263.30","254.40","255.25","252.86","427.55","246.75",10491930,"2,653,012,063.25",72679
"23-Jul-2019","EQ","266.00","266.00","259.80","264.40","261.25","263.30","262.48","427.55","252.00",3534413,"927,720,441.75",36173
"22-Jul-2019","EQ","259.90","265.50","256.30","259.05","264.70","264.40","261.94","427.55","252.00",3426665,"897,586,768.35",33685
"19-Jul-2019","EQ","267.30","269.20","258.20","266.10","259.75","259.05","262.84","427.55","252.00",3828583,"1,006,314,519.00",35901
"18-Jul-2019","EQ","270.00","270.75","264.90","271.90","266.50","266.10","267.19","427.55","252.00",3627824,"969,315,666.30",38160
"17-Jul-2019","EQ","272.00","275.00","268.80","273.90","271.70","271.90","271.83","427.55","252.00",3290727,"894,519,925.50",37490
"16-Jul-2019","EQ","269.95","275.00","269.00","270.95","273.20","273.90","272.64","427.55","252.00",3794706,"1,034,588,803.25",35320
"15-Jul-2019","EQ","267.40","272.75","263.70","267.90","270.40","270.95","268.19","427.55","252.00",4909761,"1,316,759,818.50",38562
"12-Jul-2019","EQ","267.30","270.85","261.70","267.30","267.40","267.90","266.91","427.55","252.00",7690461,"2,052,669,179.35",65424
"11-Jul-2019","EQ","259.30","268.10","257.85","254.90","267.55","267.30","263.56","427.55","252.00",11021639,"2,904,836,082.20",71638
"10-Jul-2019","EQ","263.50","264.35","252.00","262.35","255.20","254.90","255.81","427.55","252.00",6051189,"1,547,941,380.35",57582
"09-Jul-2019","EQ","262.00","265.50","260.50","262.25","262.65","262.35","262.47","427.55","252.65",3210950,"842,767,214.80",29300
"08-Jul-2019","EQ","262.10","267.20","257.90","266.65","263.00","262.25","263.10","427.55","252.65",3816891,"1,004,218,985.30",39477
"05-Jul-2019","EQ","275.75","278.70","265.05","275.05","266.50","266.65","273.46","427.55","252.65",4112441,"1,124,568,987.60",38700
"04-Jul-2019","EQ","277.00","278.00","273.80","277.40","274.10","275.05","276.17","427.55","252.65",3266606,"902,130,911.35",27254
"03-Jul-2019","EQ","276.00","279.80","273.75","276.15","278.00","277.40","277.06","427.55","252.65",3416371,"946,542,494.35",31160
"02-Jul-2019","EQ","275.70","277.20","272.10","275.75","275.30","276.15","274.91","427.55","252.65",3233802,"888,990,495.20",27448
"01-Jul-2019","EQ","278.55","281.80","273.85","276.60","274.80","275.75","277.05","427.55","252.65",3935030,"1,090,198,403.75",35224
"27-Jun-2019","EQ","276.95","280.80","275.55","277.15","277.65","277.35","278.01","427.55","252.65",7806500,"2,170,260,038.85",60292
"26-Jun-2019","EQ","263.60","277.80","263.35","267.05","277.80","277.15","271.01","427.55","252.65",6924967,"1,876,761,336.35",50994
"25-Jun-2019","EQ","254.40","268.30","252.65","257.80","266.00","267.05","262.54","427.55","252.65",9616552,"2,524,765,561.65",69739
"24-Jun-2019","EQ","267.00","268.50","257.10","267.15","258.10","257.80","261.20","427.55","254.90",5807872,"1,517,032,942.25",46740
"21-Jun-2019","EQ","265.95","268.95","264.25","269.25","267.80","267.15","266.85","427.55","254.90",6144176,"1,639,599,016.20",51329
"20-Jun-2019","EQ","261.00","270.00","258.25","260.55","269.55","269.25","264.97","427.55","254.90",5160169,"1,367,275,049.05",40250
"19-Jun-2019","EQ","264.00","267.65","256.00","263.55","262.00","260.55","262.16","427.55","254.90",7432697,"1,948,578,569.50",56145
"18-Jun-2019","EQ","261.00","265.00","254.90","260.20","264.00","263.55","260.87","427.55","254.90",6059478,"1,580,734,850.00",60489
"17-Jun-2019","EQ","271.00","271.00","259.00","271.25","261.00","260.20","262.16","427.55","256.60",8505525,"2,229,797,591.30",56783
"14-Jun-2019","EQ","272.10","275.40","267.60","274.35","268.75","271.25","273.03","427.55","256.60",4349503,"1,187,560,877.10",31102
"13-Jun-2019","EQ","272.00","275.00","265.65","271.25","274.00","274.35","271.67","427.55","256.60",5646873,"1,534,080,757.35",37000
"12-Jun-2019","EQ","274.45","277.30","270.25","273.35","271.20","271.25","274.06","427.55","256.60",7380929,"2,022,832,232.50",46539
"11-Jun-2019","EQ","268.00","274.50","265.30","266.85","273.90","273.35","270.42","427.55","256.60",4208927,"1,138,161,259.05",36992
"10-Jun-2019","EQ","264.40","267.90","262.35","262.40","266.90","266.85","265.22","427.55","256.60",3704937,"982,636,784.30",35540
"07-Jun-2019","EQ","267.00","270.00","261.60","266.70","262.10","262.40","266.00","427.55","256.60",5599533,"1,489,501,328.25",42942
"06-Jun-2019","EQ","274.90","274.90","265.30","274.20","267.60","266.70","270.07","427.55","256.60",5090763,"1,374,884,106.10",59349
"04-Jun-2019","EQ","274.00","276.00","272.40","274.55","273.90","274.20","274.64","427.55","256.60",4512003,"1,239,154,143.30",34065
"03-Jun-2019","EQ","273.00","276.10","269.15","271.70","274.40","274.55","273.76","427.55","256.60",6265379,"1,715,232,192.45",41207
"31-May-2019","EQ","278.25","279.80","269.60","276.60","271.00","271.70","273.86","427.55","256.60",7316925,"2,003,835,848.35",50618
"30-May-2019","EQ","281.00","283.25","275.10","280.55","277.25","276.60","278.79","427.55","256.60",7941828,"2,214,096,866.75",52662
"29-May-2019","EQ","292.00","295.70","279.70","292.95","279.95","280.55","285.95","427.55","256.60",7940056,"2,270,497,656.75",56371
"28-May-2019","EQ","287.75","297.50","286.75","287.75","292.40","292.95","293.54","427.55","256.60",10338894,"3,034,829,206.55",86244
"27-May-2019","EQ","281.00","289.30","277.05","288.00","286.50","287.75","285.12","427.55","256.60",9081309,"2,589,226,841.70",61036
"23-May-2019","EQ","284.00","289.90","274.50","276.95","275.00","275.95","282.10","427.55","256.60",5355880,"1,510,911,354.35",43345
"22-May-2019","EQ","280.40","281.25","272.30","279.40","276.70","276.95","276.65","427.55","256.60",5052534,"1,397,769,730.70",49172
"21-May-2019","EQ","284.85","286.50","277.50","285.50","279.00","279.40","280.79","427.55","256.60",4196280,"1,178,291,598.55",29473
"20-May-2019","EQ","283.10","293.65","280.80","276.40","285.25","285.50","286.48","427.55","256.60",5009313,"1,435,066,597.70",35319
"17-May-2019","EQ","275.45","277.70","271.55","275.95","275.50","276.40","274.23","427.55","256.60",3064045,"840,258,320.35",25994
"16-May-2019","EQ","270.00","277.45","268.50","268.50","275.50","275.95","273.37","427.55","256.60",4697435,"1,284,115,751.10",45236
"15-May-2019","EQ","281.00","281.70","266.95","281.00","267.00","268.50","274.87","427.55","256.60",6212125,"1,707,543,707.80",51259
"14-May-2019","EQ","275.00","282.95","272.45","276.90","281.50","281.00","277.86","427.55","256.60",5277444,"1,466,408,232.60",39819
"13-May-2019","EQ","286.00","286.90","273.45","287.35","274.80","276.90","282.46","427.55","256.60",4291656,"1,212,204,230.10",30109
"10-May-2019","EQ","286.00","289.30","283.00","285.45","285.55","287.35","286.26","427.55","256.60",7076251,"2,025,650,155.90",56076
"09-May-2019","EQ","288.00","290.50","280.35","289.25","284.50","285.45","285.12","427.55","256.60",7620385,"2,172,699,379.30",49873
"08-May-2019","EQ","286.45","292.80","285.00","288.10","288.65","289.25","290.01","427.55","256.60",7900967,"2,291,350,420.95",76534
"07-May-2019","EQ","301.00","302.20","287.00","296.70","287.85","288.10","295.27","427.55","256.60",6762525,"1,996,758,503.45",51264
"06-May-2019","EQ","301.00","302.40","295.00","308.85","296.35","296.70","298.30","427.55","256.60",7433027,"2,217,271,981.35",74289
"03-May-2019","EQ","308.00","310.45","305.10","306.65","308.90","308.85","308.28","427.55","256.60",5705828,"1,758,994,843.85",50060
"02-May-2019","EQ","309.05","314.00","303.50","308.35","307.15","306.65","308.49","427.55","256.60",10375665,"3,200,834,291.10",79070
"30-Apr-2019","EQ","294.50","309.90","290.85","294.00","309.90","308.35","302.33","427.55","256.60",12707875,"3,841,982,675.25",96055
"26-Apr-2019","EQ","288.50","299.00","286.10","286.60","294.00","294.00","293.00","427.55","256.60",11729751,"3,436,823,944.10",101146
"25-Apr-2019","EQ","291.50","294.50","285.50","292.35","286.70","286.60","290.13","427.55","256.60",4132700,"1,199,012,172.75",34628
"24-Apr-2019","EQ","289.25","293.00","286.40","288.30","292.40","292.35","289.79","427.55","256.60",4200919,"1,217,370,489.95",35003
"23-Apr-2019","EQ","293.05","294.60","287.30","291.25","287.70","288.30","290.76","427.55","256.60",3648863,"1,060,927,705.55",31302
"22-Apr-2019","EQ","298.70","302.45","289.25","299.15","291.50","291.25","296.59","427.55","256.60",6083105,"1,804,180,331.95",50960
"18-Apr-2019","EQ","291.20","301.30","286.50","291.20","299.60","299.15","293.93","427.55","256.60",7668228,"2,253,951,942.15",55802
"16-Apr-2019","EQ","294.00","294.85","290.35","292.15","291.00","291.20","292.18","427.55","256.60",4394114,"1,283,871,633.20",49165
"15-Apr-2019","EQ","288.00","293.80","287.20","286.85","291.95","292.15","291.32","427.55","256.60",4009776,"1,168,138,409.95",32728
"12-Apr-2019","EQ","287.00","288.45","285.00","287.00","286.10","286.85","286.80","427.55","256.60",2486341,"713,072,666.50",20918
"11-Apr-2019","EQ","288.00","289.70","285.05","288.55","287.00","287.00","286.76","427.55","256.60",3147541,"902,583,366.40",27910
"10-Apr-2019","EQ","290.20","293.75","287.30","291.55","288.00","288.55","290.23","427.55","256.60",5316890,"1,543,119,767.85",49288
"09-Apr-2019","EQ","290.95","293.00","285.65","290.40","292.00","291.55","288.99","427.55","256.60",3725301,"1,076,587,604.35",42195
"08-Apr-2019","EQ","297.00","298.65","289.00","294.25","290.60","290.40","294.01","427.55","256.60",5645872,"1,659,944,489.35",43482
"05-Apr-2019","EQ","288.45","295.75","288.10","287.80","295.35","294.25","292.48","427.55","256.60",5310432,"1,553,204,148.50",40298
"04-Apr-2019","EQ","289.85","290.30","285.20","289.90","288.65","287.80","287.71","427.55","256.60",4338250,"1,248,145,178.65",36273
"03-Apr-2019","EQ","290.00","294.50","288.50","287.10","289.00","289.90","291.85","427.55","256.60",6899752,"2,013,704,601.20",46668
"02-Apr-2019","EQ","295.75","295.75","285.50","292.30","287.35","287.10","289.91","427.55","256.60",7105140,"2,059,823,300.15",55765
"01-Apr-2019","EQ","297.45","300.00","290.50","293.05","292.30","292.30","296.61","427.55","256.60",7766553,"2,303,640,606.45",66251
"29-Mar-2019","EQ","290.30","297.95","288.75","288.25","292.90","293.05","295.12","427.55","256.60",8338652,"2,460,864,647.00",68734
"28-Mar-2019","EQ","286.00","290.00","284.00","287.50","286.85","288.25","288.05","427.55","256.60",21745652,"6,263,861,386.80",50048
"27-Mar-2019","EQ","283.00","289.25","281.50","281.35","286.15","287.50","286.51","427.55","256.60",6490731,"1,859,691,625.80",39777
"26-Mar-2019","EQ","277.95","282.40","276.50","278.80","282.40","281.35","279.46","427.55","256.60",6247666,"1,745,972,060.25",35322
"25-Mar-2019","EQ","282.00","282.00","276.00","285.75","276.95","278.80","279.32","427.55","256.60",6778846,"1,893,483,679.80",45899
"22-Mar-2019","EQ","284.80","289.55","283.00","282.30","285.00","285.75","286.71","427.55","256.60",7325504,"2,100,317,791.50",50604
"20-Mar-2019","EQ","290.00","290.00","281.05","288.50","282.50","282.30","285.37","427.55","256.60",9165038,"2,615,434,612.65",60684
"19-Mar-2019","EQ","296.10","296.75","287.35","294.95","288.20","288.50","290.78","427.55","256.60",7444759,"2,164,814,366.60",61462
"18-Mar-2019","EQ","290.00","296.00","286.55","288.45","295.45","294.95","291.80","427.55","256.60",7431744,"2,168,593,875.20",48175
"15-Mar-2019","EQ","287.40","291.25","285.30","286.90","287.50","288.45","288.25","427.55","256.60",7053371,"2,033,139,596.60",39834
"14-Mar-2019","EQ","286.35","289.80","284.00","286.25","286.15","286.90","286.44","427.55","256.60",5351600,"1,532,929,082.50",36149
"13-Mar-2019","EQ","290.00","290.40","282.10","291.80","286.00","286.25","285.76","427.55","256.60",9122437,"2,606,819,711.20",56346
"12-Mar-2019","EQ","294.05","298.00","290.05","292.65","290.10","291.80","293.61","427.55","256.60",8891811,"2,610,727,977.20",61417
"11-Mar-2019","EQ","289.40","294.65","287.15","286.40","293.80","292.65","290.91","427.55","256.60",7863518,"2,287,580,277.55",56342
"08-Mar-2019","EQ","288.20","289.40","284.20","289.70","287.40","286.40","286.27","427.55","256.60",5961633,"1,706,607,027.70",39069
"07-Mar-2019","EQ","290.40","294.00","285.40","289.95","289.95","289.70","289.97","427.55","256.60",7010707,"2,032,890,176.20",63141
"06-Mar-2019","EQ","292.70","294.00","286.75","291.20","288.90","289.95","290.50","427.55","256.60",6718322,"1,951,700,399.05",48125
"05-Mar-2019","EQ","284.95","292.10","282.00","282.10","290.65","291.20","287.77","427.55","256.60",11469935,"3,300,703,378.45",105306
"01-Mar-2019","EQ","284.40","285.10","280.70","281.10","282.15","282.10","282.72","427.55","256.60",7362711,"2,081,622,048.70",72281
"28-Feb-2019","EQ","285.50","290.00","279.80","284.00","281.20","281.10","283.63","427.55","256.60",9337518,"2,648,438,161.20",74148
"27-Feb-2019","EQ","287.40","291.45","282.00","284.50","284.30","284.00","286.36","427.55","256.60",7076524,"2,026,416,735.55",59118
"26-Feb-2019","EQ","279.00","286.80","277.10","287.80","284.55","284.50","282.84","427.55","256.60",8622676,"2,438,821,468.35",78828
"25-Feb-2019","EQ","286.35","293.80","286.35","285.85","288.00","287.80","289.87","427.55","256.60",12551599,"3,638,369,027.95",104774
"22-Feb-2019","EQ","276.00","286.80","271.80","277.05","286.00","285.85","280.03","427.55","256.60",10779149,"3,018,498,908.80",89081
"21-Feb-2019","EQ","276.00","279.00","273.40","274.05","277.30","277.05","276.78","427.55","256.60",8238650,"2,280,319,514.40",72136
"20-Feb-2019","EQ","267.85","276.20","267.50","266.85","275.50","274.05","272.20","427.55","256.60",10302096,"2,804,219,426.00",81657
"18-Feb-2019","EQ","268.00","269.95","261.00","266.90","261.20","261.90","265.40","427.55","256.60",6612006,"1,754,801,084.65",56363
"15-Feb-2019","EQ","279.95","279.95","265.45","280.65","266.65","266.90","269.69","427.55","256.60",10241930,"2,762,170,649.05",95575
"14-Feb-2019","EQ","269.40","282.50","264.05","271.20","281.10","280.65","271.69","427.55","256.60",9767547,"2,653,736,921.60",99339
"13-Feb-2019","EQ","273.40","276.40","269.10","271.75","269.80","271.20","272.62","427.55","256.60",8985786,"2,449,720,290.65",72151
"12-Feb-2019","EQ","261.55","274.50","257.50","261.60","272.00","271.75","268.41","427.55","256.60",12748459,"3,421,868,771.55",91311
"11-Feb-2019","EQ","264.00","266.00","256.60","262.85","263.30","261.60","260.98","427.55","256.60",5228180,"1,364,433,345.40",45611
"08-Feb-2019","EQ","271.60","273.00","260.35","273.10","264.30","262.85","266.10","427.55","260.35",5765740,"1,534,273,674.85",47341
"07-Feb-2019","EQ","278.00","281.40","272.00","279.30","272.75","273.10","274.47","427.55","262.20",6252085,"1,716,001,078.10",59617
"06-Feb-2019","EQ","274.40","282.90","271.50","273.55","279.50","279.30","276.71","427.55","262.20",5746435,"1,590,080,884.10",53453
"05-Feb-2019","EQ","272.00","277.65","270.65","273.50","273.30","273.55","273.95","427.55","262.20",4726380,"1,294,784,889.10",42577
"04-Feb-2019","EQ","275.45","276.45","267.65","274.95","272.00","273.50","271.50","427.55","262.20",4804512,"1,304,439,649.95",57074
"01-Feb-2019","EQ","274.25","280.00","266.65","274.60","274.50","274.95","272.14","427.55","262.20",6496209,"1,767,893,511.95",58451
"31-Jan-2019","EQ","271.00","275.85","266.60","268.90","275.00","274.60","271.41","427.55","262.20",4666551,"1,266,541,133.10",45657
"30-Jan-2019","EQ","271.50","273.45","262.20","270.95","269.00","268.90","266.98","427.55","262.20",6941276,"1,853,160,958.60",79935
"29-Jan-2019","EQ","267.55","273.00","265.25","267.75","271.40","270.95","270.30","427.55","263.05",4113613,"1,111,897,688.75",64556
"28-Jan-2019","EQ","274.00","274.25","263.05","274.65","268.20","267.75","267.66","427.55","263.05",4518237,"1,209,361,164.70",48670
"25-Jan-2019","EQ","284.60","285.50","273.25","283.65","274.45","274.65","278.90","427.55","265.60",5191436,"1,447,894,749.65",44137
"24-Jan-2019","EQ","281.50","284.40","276.50","280.90","284.00","283.65","280.38","427.55","265.60",3705336,"1,038,892,036.80",34419
"23-Jan-2019","EQ","278.00","284.90","277.20","278.00","280.45","280.90","282.15","427.55","265.60",4489030,"1,266,589,514.35",44914
"22-Jan-2019","EQ","284.00","284.60","274.55","284.60","277.50","278.00","278.17","427.55","265.60",5006219,"1,392,582,811.55",49315
"21-Jan-2019","EQ","285.90","288.95","283.95","285.60","284.40","284.60","285.91","427.55","265.60",2854706,"816,177,868.15",22627
"18-Jan-2019","EQ","288.35","291.85","283.25","289.00","285.15","285.60","288.05","427.55","265.60",4210472,"1,212,847,178.75",47788
"17-Jan-2019","EQ","287.50","290.55","285.80","286.45","287.10","289.00","288.21","427.55","265.60",4817690,"1,388,516,783.25",47324
"16-Jan-2019","EQ","292.05","293.25","285.35","292.10","286.35","286.45","288.80","427.55","265.60",3752082,"1,083,596,259.75",35951
"15-Jan-2019","EQ","285.00","293.00","282.30","283.90","291.50","292.10","287.26","427.55","265.60",6557577,"1,883,760,304.25",47955
"14-Jan-2019","EQ","288.45","288.45","282.05","288.80","283.90","283.90","283.97","427.55","265.60",3756403,"1,066,703,556.55",32983
"11-Jan-2019","EQ","289.75","294.15","286.45","289.30","288.45","288.80","290.81","427.55","265.60",4483554,"1,303,846,292.70",44840
"10-Jan-2019","EQ","290.00","292.70","287.65","290.75","289.30","289.30","290.09","427.55","265.60",4352095,"1,262,511,091.05",39606
"09-Jan-2019","EQ","295.00","296.80","286.55","293.90","290.55","290.75","291.18","427.55","265.60",5848215,"1,702,861,883.35",74454
"08-Jan-2019","EQ","290.10","295.85","288.10","289.85","293.45","293.90","293.18","427.55","265.60",4528899,"1,327,793,666.45",53435
"07-Jan-2019","EQ","292.30","295.25","288.15","287.95","289.80","289.85","291.91","427.55","265.60",7041362,"2,055,463,341.55",43302
"04-Jan-2019","EQ","281.90","289.45","280.70","282.65","289.40","287.95","284.46","427.55","261.70",6070751,"1,726,877,726.20",56419
"03-Jan-2019","EQ","287.50","290.60","280.30","288.70","282.70","282.65","285.02","427.55","261.70",10003388,"2,851,191,436.80",88637
"02-Jan-2019","EQ","296.05","297.95","286.60","303.95","287.40","288.70","292.58","427.55","261.70",8855139,"2,590,840,545.55",68131
"01-Jan-2019","EQ","308.90","308.90","302.50","306.75","303.35","303.95","304.30","427.55","261.70",3622654,"1,102,380,158.65",26579
"31-Dec-2018","EQ","300.10","307.90","300.10","298.10","307.50","306.75","305.12","427.55","261.70",7167399,"2,186,937,445.40",58464
"28-Dec-2018","EQ","294.40","300.60","294.40","292.95","298.00","298.10","298.42","427.55","261.70",3519635,"1,050,330,582.45",31733
"27-Dec-2018","EQ","299.50","300.65","292.10","296.30","293.10","292.95","295.12","427.55","261.70",5160751,"1,523,026,585.15",44359
"26-Dec-2018","EQ","290.55","297.00","288.10","292.20","297.00","296.30","292.60","427.55","261.70",5649890,"1,653,172,433.65",57957
"24-Dec-2018","EQ","308.00","308.50","291.00","308.00","292.10","292.20","296.76","427.55","261.70",7202626,"2,137,473,776.90",71432
"21-Dec-2018","EQ","309.00","312.70","305.85","308.70","307.30","308.00","308.81","427.55","243.40",6808600,"2,102,574,476.50",51124
"20-Dec-2018","EQ","309.00","310.80","306.20","311.00","309.00","308.70","308.46","427.55","243.40",5637742,"1,739,005,629.00",38200
"19-Dec-2018","EQ","308.00","312.35","304.40","305.45","309.50","311.00","308.71","427.55","243.40",5813820,"1,794,771,783.45",55430
"18-Dec-2018","EQ","299.10","306.70","298.10","299.85","306.70","305.45","303.03","427.55","243.40",6638364,"2,011,601,996.60",59740
"17-Dec-2018","EQ","294.90","300.50","294.05","293.10","299.60","299.85","297.62","427.55","243.40",4379498,"1,303,444,969.20",41942
"14-Dec-2018","EQ","297.00","300.85","291.15","298.05","292.90","293.10","295.62","427.55","237.60",5963531,"1,762,931,414.65",60990
"13-Dec-2018","EQ","305.70","306.70","295.50","302.45","297.50","298.05","301.76","427.55","237.60",5434548,"1,639,927,164.15",57356
"12-Dec-2018","EQ","303.40","307.50","299.45","300.95","302.60","302.45","303.29","427.55","237.60",7403789,"2,245,485,941.65",60776
"11-Dec-2018","EQ","287.90","303.15","286.30","294.10","301.70","300.95","295.91","427.55","237.60",4328659,"1,280,904,840.90",61887
"10-Dec-2018","EQ","294.50","299.70","292.35","302.40","292.50","294.10","296.37","427.55","237.60",3612157,"1,070,528,102.50",40225
"07-Dec-2018","EQ","306.10","308.20","298.25","305.40","301.45","302.40","302.49","427.55","237.60",4667020,"1,411,748,559.05",53242
"06-Dec-2018","EQ","299.00","307.60","294.20","304.35","306.00","305.40","302.11","427.55","237.60",7026331,"2,122,704,372.45",71696
"05-Dec-2018","EQ","310.00","311.00","302.25","313.30","304.20","304.35","305.54","427.55","237.60",4291892,"1,311,352,609.25",49938
"04-Dec-2018","EQ","314.30","318.40","311.40","314.90","312.80","313.30","314.76","427.55","237.60",4089384,"1,287,169,886.25",47057
"03-Dec-2018","EQ","320.05","325.00","313.50","314.25","316.10","314.90","318.60","427.55","237.60",6549046,"2,086,499,129.05",73597
"30-Nov-2018","EQ","318.60","322.80","313.45","317.45","315.00","314.25","316.79","427.55","237.60",5161526,"1,635,106,583.95",70116
"29-Nov-2018","EQ","312.65","319.50","308.70","308.85","318.60","317.45","313.83","427.55","237.60",6047477,"1,897,877,088.05",65747
"28-Nov-2018","EQ","312.40","314.75","306.20","311.20","308.05","308.85","310.05","427.55","237.60",7306426,"2,265,342,117.75",61984
"27-Nov-2018","EQ","313.15","316.80","299.50","317.60","312.40","311.20","307.61","427.55","237.60",16785515,"5,163,416,488.15",136155
"26-Nov-2018","EQ","320.65","323.50","311.75","319.90","319.65","317.60","316.61","427.55","237.60",4603622,"1,457,542,126.55",43333
"22-Nov-2018","EQ","326.00","327.75","318.15","326.05","320.70","319.90","322.27","427.55","237.60",3648659,"1,175,842,980.75",43614
"21-Nov-2018","EQ","327.00","329.40","322.60","328.25","326.55","326.05","326.21","427.55","237.60",4004112,"1,306,198,340.75",57548
"20-Nov-2018","EQ","334.00","334.25","327.00","336.65","328.25","328.25","329.76","427.55","237.60",3954871,"1,304,141,373.60",64538
"19-Nov-2018","EQ","336.70","339.55","333.20","335.10","336.25","336.65","336.35","427.55","237.60",3202842,"1,077,282,075.20",53253
"16-Nov-2018","EQ","344.10","344.25","332.20","344.60","335.50","335.10","336.78","427.55","237.60",3306643,"1,113,602,675.30",44983
"15-Nov-2018","EQ","340.00","345.90","338.05","339.60","343.80","344.60","342.18","427.55","237.60",3192589,"1,092,434,974.45",44142
"14-Nov-2018","EQ","351.00","353.75","337.25","348.10","338.25","339.60","344.51","427.55","237.60",3540077,"1,219,604,706.30",36853
"13-Nov-2018","EQ","344.00","349.00","342.40","344.55","347.95","348.10","346.30","427.55","237.60",2384372,"825,703,903.20",30230
"12-Nov-2018","EQ","346.45","354.35","343.05","347.50","343.85","344.55","348.67","427.55","237.60",3905755,"1,361,818,656.05",42481
"09-Nov-2018","EQ","352.00","352.00","342.50","351.65","346.70","347.50","346.05","427.55","237.60",3642253,"1,260,407,780.50",58518
"07-Nov-2018","EQ","353.55","354.85","350.50","350.75","352.00","351.65","352.12","427.55","237.60",295363,"104,003,171.35",3436
"06-Nov-2018","EQ","356.00","359.40","347.60","353.65","349.00","350.75","352.12","427.55","237.60",3180370,"1,119,879,721.20",36132
"05-Nov-2018","EQ","351.90","359.90","346.55","352.80","354.00","353.65","353.30","427.55","237.60",3683598,"1,301,402,296.80",60063
"02-Nov-2018","EQ","346.20","357.00","345.10","342.75","352.60","352.80","352.47","427.55","237.60",4287077,"1,511,083,570.90",44159
"01-Nov-2018","EQ","340.60","346.50","338.05","339.40","344.20","342.75","342.96","427.55","237.60",3486300,"1,195,660,645.15",36051
"31-Oct-2018","EQ","336.95","341.90","326.50","335.80","338.80","339.40","334.84","427.55","237.60",4571617,"1,530,762,894.75",63249
"30-Oct-2018","EQ","338.30","341.80","333.60","340.00","335.05","335.80","337.28","427.55","237.60",3197919,"1,078,600,104.95",38523
"29-Oct-2018","EQ","338.00","341.25","329.20","337.45","338.30","340.00","335.31","427.55","237.60",4778923,"1,602,415,531.50",53539
"26-Oct-2018","EQ","355.80","355.95","333.05","353.40","334.50","337.45","341.67","427.55","237.60",7853276,"2,683,255,410.95",75235
"25-Oct-2018","EQ","349.00","355.20","343.50","351.95","354.05","353.40","349.93","427.55","237.60",4891650,"1,711,726,374.05",51615
