0,265.0
1,264.75
2,267.0
3,266.35390634913256
4,263.1039932978797
5,264.4
6,269.05
7,265.35
8,265.0
9,262.9
10,265.3758984508632
11,271.8244493115828
12,270.8
13,263.4
14,264.1
15,258.0
16,260.35
17,264.14808406667703
18,267.33156832579584
19,267.95
20,266.95
21,270.2
22,269.3
23,267.9
24,267.01307332332976
25,266.2876477869295
26,263.5
27,259.0
28,256.5
29,254.3
30,257.7
31,258.6565249848628
32,256.16672131718843
33,253.5
34,250.8
35,246.0
36,243.0
37,252.5
38,257.6904003166896
39,256.2591866015282
40,253.4
41,250.95
42,252.0
43,245.0
44,248.0
45,248.8998558445463
46,246.3208185455388
47,248.0
48,254.25
49,259.2
50,262.25
51,265.5
52,266.45953819880805
53,264.6414124190499
54,262.87758042976697
55,264.0
56,266.9
57,266.7
58,271.4
59,273.54640457300275
60,272.0384949174815
61,269.5
62,267.0
63,267.85
64,270.75
65,279.25
66,284.49632701818996
67,285.4972782503462
68,286.1
69,286.25
70,283.2
71,283.7
72,283.1
73,283.97270172214166
74,286.4460760562151
75,287.6
76,286.4
77,282.1
78,285.8
79,281.1
80,280.21849803304434
81,284.14478043508717
82,283.0
83,279.35
84,292.35
85,292.35
86,290.33014776872403
87,289.14024914671234
88,289.21772595134456
89,291.0
90,292.9
91,289.0
92,296.0
93,298.75
94,301.6616729211204
95,304.1553270889276
96,295.0
97,278.85
98,287.9
99,290.0
100,295.75
101,302.13824810457425
102,307.9494173035834
103,312.0
104,314.0927449276525
105,313.8
106,311.25
107,310.1
108,312.83749000161777
109,317.87987701845464
110,313.8
111,303.2
112,307.2
113,299.3
114,299.0
115,300.8769604880802
116,303.7811658094006
117,310.75
118,319.0
119,313.3
120,315.0
121,314.1932818884918
122,308.47755988257245
123,302.12305793536694
124,299.4
125,298.7
126,293.0
127,294.0
128,291.0
129,289.96722611016247
130,291.99268216532084
131,295.2
132,298.8
133,300.2
134,299.8
135,295.0
136,293.7937747666339
137,295.8258619339718
138,290.25
139,280.1
140,288.75
141,288.0
142,279.9
143,275.50535687094026
144,276.8399371733616
145,286.0
146,299.45
147,296.9
148,292.58264228073665
149,289.517520866718
150,287.7912127796988
151,287.9231801502079
152,290.0
153,294.95
154,304.5
155,301.05
156,305.5
157,307.7396486281126
158,306.41019115942936
159,308.0
160,312.9
161,315.95
162,312.0
163,309.5
164,307.6904884164542
165,306.44400749828446
166,307.4
167,309.5
168,307.0
169,311.25
170,318.85
171,323.7713569852435
172,325.0295035566275
173,321.95
174,317.5
175,325.0
176,321.5
177,328.0
178,329.5340733908821
179,324.5431091812648
180,323.55
181,328.3085612852296
182,327.8
183,315.9
184,318.5
185,319.64194104613864
186,317.2753584580454
187,319.95
188,326.7
189,325.0
190,323.0
191,320.6
192,319.46617385782605
193,320.1258334743281
194,323.7
195,329.5
196,333.8
197,341.0
198,332.9
199,327.2117099197993
200,325.84949751706847
201,318.7
202,309.0
203,318.9
204,313.95
205,315.0
206,318.93656453281613
207,323.8694918038646
208,326.5
209,326.9
210,328.8
211,332.0
212,332.1
213,331.5130411734676
214,331.0122422584301
215,332.0
216,333.1
217,329.0
218,339.6
219,343.3
220,344.64868703641
221,345.04436809627504
222,343.75
223,341.4
224,342.0
225,342.0
226,336.1
227,333.51940514886996
228,334.6785202572591
229,331.8
230,325.25
231,326.05
232,337.0
233,332.4
234,331.8622332784849
235,337.4571906723575
236,336.85
237,329.65
238,324.45
239,317.8
240,325.0
241,331.66883866792534
242,334.02122552780145
243,327.0
244,313.4
245,312.5
246,312.0
247,307.0
248,306.24705596114717
249,310.17649417283377
250,312.0
251,312.0
252,316.35
253,314.9
254,318.0
255,321.37232853338776
256,322.8720923502534
257,316.2
258,305.0
259,309.7
260,297.0
261,304.5
262,309.6287842659233
263,308.1907372050676
264,306.0
265,307.0
266,322.0
267,316.8
268,314.1
269,315.6234695514331
270,320.10197480459016
271,323.25
272,325.55
273,330.95
274,326.0
275,332.9
276,338.1119355428015
277,339.05177455578246
278,338.5
279,338.0
280,342.35
281,343.2
282,342.6
283,339.84855065149617
284,335.80092961984604
285,336.95
286,342.55
287,341.63349577314796
288,336.0
289,329.9
290,327.07190975977784
291,328.2498354379961
292,334.1
293,343.2
294,346.34919179791444
295,342.9
296,336.05
297,339.66945288275514
298,353.15319684696647
299,359.0
300,357.85
301,371.4
302,398.0
303,399.0
304,397.11338096165434
305,397.3033180739831
306,399.3
307,399.6
308,387.0
309,404.0
310,398.75
311,399.2798931370342
312,409.26486411052997
313,411.4
314,403.9
315,395.1
316,396.55101815785565
317,402.2
318,404.2518632512176
319,403.7550263580786
320,407.0
321,412.75
322,410.1
323,413.6019336758271
324,420.25
325,424.23220856180717
